method,family,size,sample,SP,modeler,TC,column
learnMSA,PF00005.30,100000,0,75.2,75.4,21.3,35.1
learnMSA,PF00005.30,100000,1,75.7,76.4,20.9,34.4
learnMSA,PF00005.30,10000,0,76.1,77.1,21.3,35.1
learnMSA,PF00041.24,10000,9,78.6,81.1,15.6,21.5
learnMSA,PF00041.24,1500,0,78.2,80.6,16.5,22.8
learnMSA,PF00041.24,1500,1,77.4,79.6,16.5,22.8
learnMSA,PF00041.24,1500,2,75.8,78.5,16.5,22.8
learnMSA,PF00041.24,1500,3,78.9,81.2,15.6,21.5
learnMSA,PF00041.24,1500,4,77.4,79.7,16.5,22.8
learnMSA,PF00041.24,1500,5,77.9,80.5,16.5,22.8
learnMSA,PF00041.24,1500,6,78.7,81.2,15.6,21.5
learnMSA,PF00041.24,1500,7,78.3,80.9,16.5,22.8
learnMSA,PF00041.24,1500,8,77.1,80.0,15.6,21.5
learnMSA,PF00005.30,10000,1,76.5,77.5,21.3,35.1
learnMSA,PF00041.24,1500,9,78.7,81.2,16.5,22.8
learnMSA,PF00041.24,200000,0,79.2,80.0,15.6,21.5
learnMSA,PF00041.24,200000,1,79.7,80.3,15.6,21.5
learnMSA,PF00041.24,200000,2,80.2,81.0,15.6,21.5
learnMSA,PF00041.24,200000,3,80.2,80.7,15.6,21.5
learnMSA,PF00041.24,200000,4,79.7,80.3,15.6,21.5
learnMSA,PF00041.24,200000,5,79.6,80.1,15.6,21.5
learnMSA,PF00041.24,200000,6,79.1,79.8,15.6,21.5
learnMSA,PF00041.24,200000,7,78.9,79.4,15.6,21.5
learnMSA,PF00041.24,200000,8,79.5,80.0,15.6,21.5
learnMSA,PF00005.30,10000,2,75.8,76.7,20.4,33.6
learnMSA,PF00041.24,200000,9,79.4,80.5,15.6,21.5
learnMSA,PF00041.24,20000,0,80.2,81.4,15.6,21.5
learnMSA,PF00041.24,20000,1,79.1,81.1,16.5,22.8
learnMSA,PF00041.24,20000,2,79.4,81.1,15.6,21.5
learnMSA,PF00041.24,20000,3,80.0,81.4,15.6,21.5
learnMSA,PF00041.24,20000,4,79.7,81.4,16.5,22.8
learnMSA,PF00041.24,20000,5,79.5,81.2,15.6,21.5
learnMSA,PF00041.24,20000,6,79.7,81.2,15.6,21.5
learnMSA,PF00041.24,20000,7,78.8,80.9,18.3,25.3
learnMSA,PF00041.24,20000,8,78.4,80.4,15.6,21.5
learnMSA,PF00005.30,10000,3,75.8,76.8,20.9,34.4
learnMSA,PF00041.24,20000,9,79.6,81.1,15.6,21.5
learnMSA,PF00041.24,300000,0,79.2,79.5,15.6,21.5
learnMSA,PF00041.24,300000,1,79.4,79.8,6.4,8.9
learnMSA,PF00041.24,300000,2,79.8,80.1,15.6,21.5
learnMSA,PF00041.24,300000,3,79.6,79.9,5.5,7.6
learnMSA,PF00041.24,300000,4,78.4,78.9,15.6,21.5
learnMSA,PF00041.24,300000,5,79.7,80.2,15.6,21.5
learnMSA,PF00041.24,300000,6,79.9,80.2,16.5,22.8
learnMSA,PF00041.24,300000,7,79.2,79.6,15.6,21.5
learnMSA,PF00041.24,300000,8,79.2,79.6,15.6,21.5
learnMSA,PF00005.30,10000,4,76.0,77.0,20.4,33.6
learnMSA,PF00041.24,300000,9,79.8,80.2,15.6,21.5
learnMSA,PF00041.24,500000,0,79.3,79.6,6.4,8.9
learnMSA,PF00041.24,500000,1,79.0,79.2,5.5,7.6
learnMSA,PF00041.24,500000,2,78.9,79.1,15.6,21.5
learnMSA,PF00041.24,500000,3,78.7,79.3,5.5,7.6
learnMSA,PF00041.24,500000,4,79.3,79.8,15.6,21.5
learnMSA,PF00041.24,500000,5,79.2,79.4,5.5,7.6
learnMSA,PF00041.24,500000,6,78.7,79.1,6.4,8.9
learnMSA,PF00041.24,500000,7,78.8,79.2,15.6,21.5
learnMSA,PF00041.24,500000,8,79.0,79.2,5.5,7.6
learnMSA,PF00005.30,10000,5,73.5,74.7,21.3,35.1
learnMSA,PF00041.24,500000,9,78.0,78.2,5.5,7.6
learnMSA,PF00041.24,50000,0,80.2,81.2,16.5,22.8
learnMSA,PF00041.24,50000,1,80.1,81.5,17.4,24.1
learnMSA,PF00041.24,50000,2,80.3,81.6,15.6,21.5
learnMSA,PF00041.24,50000,3,79.4,80.3,17.4,24.0
learnMSA,PF00041.24,50000,4,78.7,80.0,15.6,21.5
learnMSA,PF00041.24,50000,5,79.7,81.0,15.6,21.5
learnMSA,PF00041.24,50000,6,79.2,80.6,15.6,21.5
learnMSA,PF00041.24,50000,7,80.0,80.9,15.6,21.5
learnMSA,PF00041.24,50000,8,79.5,80.8,17.4,24.1
learnMSA,PF00005.30,10000,6,73.5,74.5,21.3,35.1
learnMSA,PF00041.24,50000,9,79.4,80.3,16.5,22.8
learnMSA,PF00041.24,98,0,86.3,86.3,28.4,39.2
learnMSA,PF00069.28,100000,0,83.5,82.6,31.3,49.3
learnMSA,PF00069.28,100000,1,84.1,83.0,33.7,51.8
learnMSA,PF00069.28,100000,2,84.0,82.7,32.1,50.6
learnMSA,PF00069.28,100000,3,84.3,83.1,35.0,54.3
learnMSA,PF00069.28,100000,4,83.6,82.6,27.7,43.7
learnMSA,PF00069.28,100000,5,84.3,83.0,33.4,52.2
learnMSA,PF00069.28,100000,6,83.3,82.2,29.3,46.0
learnMSA,PF00069.28,100000,7,84.0,82.9,33.4,52.6
learnMSA,PF00005.30,10000,7,76.0,77.0,21.3,35.1
learnMSA,PF00069.28,100000,8,83.9,82.8,31.6,49.3
learnMSA,PF00069.28,100000,9,83.8,82.6,33.4,52.2
learnMSA,PF00069.28,10000,0,81.7,82.4,19.4,29.8
learnMSA,PF00069.28,10000,1,82.0,82.9,19.9,29.4
learnMSA,PF00069.28,10000,2,81.9,82.6,19.7,29.4
learnMSA,PF00069.28,10000,3,82.1,82.7,20.2,29.8
learnMSA,PF00069.28,10000,4,82.3,82.8,19.2,28.6
learnMSA,PF00069.28,10000,5,81.4,82.0,18.9,28.6
learnMSA,PF00069.28,10000,6,81.6,82.4,19.9,29.8
learnMSA,PF00069.28,10000,7,81.8,82.8,19.7,29.8
learnMSA,PF00005.30,10000,8,74.4,75.6,21.3,35.1
learnMSA,PF00069.28,10000,8,82.0,82.7,19.2,29.4
learnMSA,PF00069.28,10000,9,81.6,82.6,19.7,29.0
learnMSA,PF00069.28,1500,0,82.7,83.0,21.2,30.6
learnMSA,PF00069.28,1500,1,83.3,83.8,21.0,30.6
learnMSA,PF00069.28,1500,2,82.9,83.5,20.2,29.4
learnMSA,PF00069.28,1500,3,84.0,84.0,20.7,31.0
learnMSA,PF00069.28,1500,4,82.8,83.1,19.2,28.1
learnMSA,PF00069.28,1500,5,83.2,83.4,20.5,31.5
learnMSA,PF00069.28,1500,6,82.8,83.0,19.7,29.4
learnMSA,PF00069.28,1500,7,83.3,83.6,19.9,28.6
learnMSA,PF00005.30,10000,9,75.8,77.0,21.3,35.1
learnMSA,PF00069.28,1500,8,83.1,83.4,19.7,28.5
learnMSA,PF00069.28,1500,9,83.4,83.8,20.5,29.8
learnMSA,PF00069.28,200000,0,83.3,82.4,22.3,34.5
learnMSA,PF00069.28,200000,1,84.7,83.4,31.6,48.4
learnMSA,PF00069.28,200000,2,83.8,82.6,24.1,37.5
learnMSA,PF00069.28,200000,3,83.7,82.6,22.0,33.7
learnMSA,PF00069.28,200000,4,83.9,82.7,25.1,39.5
learnMSA,PF00069.28,200000,5,83.8,82.4,25.9,40.3
learnMSA,PF00069.28,200000,6,83.8,83.1,23.6,37.0
learnMSA,PF00069.28,200000,7,83.0,82.0,25.6,39.1
learnMSA,PF00005.30,100000,2,75.9,76.6,20.9,34.4
learnMSA,PF00005.30,1500,0,76.9,77.3,22.2,36.6
learnMSA,PF00069.28,200000,8,84.2,82.8,26.2,40.8
learnMSA,PF00069.28,200000,9,84.3,82.6,25.9,39.5
learnMSA,PF00069.28,20000,0,82.3,83.2,19.4,30.2
learnMSA,PF00069.28,20000,1,82.1,82.7,19.4,28.6
learnMSA,PF00069.28,20000,2,82.4,83.1,19.4,29.8
learnMSA,PF00069.28,20000,3,82.2,83.1,19.7,30.2
learnMSA,PF00069.28,20000,4,82.2,83.0,19.9,30.6
learnMSA,PF00069.28,20000,5,82.0,82.7,19.4,30.2
learnMSA,PF00069.28,20000,6,82.4,83.2,19.7,30.2
learnMSA,PF00069.28,20000,7,82.2,82.9,18.1,27.8
learnMSA,PF00005.30,1500,1,76.3,76.6,20.0,32.9
learnMSA,PF00069.28,20000,8,81.8,82.5,18.4,28.2
learnMSA,PF00069.28,20000,9,82.1,82.8,18.9,29.0
learnMSA,PF00069.28,300000,0,83.6,82.5,26.7,40.4
learnMSA,PF00069.28,300000,1,83.6,82.5,26.9,40.4
learnMSA,PF00069.28,300000,2,84.4,82.8,25.9,40.3
learnMSA,PF00069.28,300000,3,83.2,82.0,26.4,41.2
learnMSA,PF00069.28,300000,4,84.1,82.5,28.0,41.2
learnMSA,PF00069.28,300000,5,83.0,81.8,27.5,42.3
learnMSA,PF00069.28,300000,6,83.2,82.1,24.9,37.5
learnMSA,PF00069.28,300000,7,83.5,81.9,25.6,38.3
learnMSA,PF00005.30,1500,2,76.4,76.8,20.9,34.4
learnMSA,PF00069.28,300000,8,83.3,82.3,24.6,37.4
learnMSA,PF00069.28,300000,9,83.8,82.2,27.7,41.2
learnMSA,PF00069.28,38,0,85.7,84.8,25.1,37.2
learnMSA,PF00069.28,500000,0,83.3,81.9,26.2,40.4
learnMSA,PF00069.28,500000,1,84.1,82.5,26.2,39.9
learnMSA,PF00069.28,500000,2,84.0,82.3,27.2,41.2
learnMSA,PF00069.28,500000,3,84.1,82.6,27.2,41.2
learnMSA,PF00069.28,500000,4,84.4,82.9,27.7,41.6
learnMSA,PF00069.28,500000,5,84.4,82.5,27.7,41.6
learnMSA,PF00069.28,500000,6,84.3,82.7,28.2,42.9
learnMSA,PF00005.30,1500,3,75.3,75.6,21.3,35.1
learnMSA,PF00069.28,500000,7,84.2,82.5,28.0,41.6
learnMSA,PF00069.28,500000,8,83.4,81.7,27.2,41.2
learnMSA,PF00069.28,500000,9,84.7,82.8,27.7,42.0
learnMSA,PF00069.28,50000,0,83.5,82.5,30.3,47.3
learnMSA,PF00069.28,50000,1,82.2,82.8,20.2,29.9
learnMSA,PF00069.28,50000,2,82.1,82.9,19.2,29.8
learnMSA,PF00069.28,50000,3,82.4,83.2,18.9,29.0
learnMSA,PF00069.28,50000,4,82.3,83.2,18.9,29.0
learnMSA,PF00069.28,50000,5,83.6,82.4,32.9,51.7
learnMSA,PF00069.28,50000,6,82.4,83.0,20.5,31.5
learnMSA,PF00005.30,1500,4,74.4,74.6,21.3,35.1
learnMSA,PF00069.28,50000,7,84.1,82.8,33.7,52.6
learnMSA,PF00069.28,50000,8,83.9,83.1,30.8,48.5
learnMSA,PF00069.28,50000,9,83.3,82.3,32.4,49.3
learnMSA,PF00072.27,100000,0,93.8,93.9,42.3,49.9
learnMSA,PF00072.27,100000,1,93.9,94.0,40.8,48.1
learnMSA,PF00072.27,100000,2,93.7,93.8,41.5,49.0
learnMSA,PF00072.27,100000,3,93.1,93.2,41.5,49.0
learnMSA,PF00072.27,100000,4,93.4,93.5,42.3,49.9
learnMSA,PF00072.27,100000,5,93.2,93.4,42.3,49.9
learnMSA,PF00072.27,100000,6,93.2,93.3,41.5,49.0
learnMSA,PF00005.30,1500,5,75.9,76.2,20.0,32.9
learnMSA,PF00072.27,100000,7,93.7,93.9,41.5,49.0
learnMSA,PF00072.27,100000,8,93.0,93.1,41.5,49.0
learnMSA,PF00072.27,100000,9,93.4,93.5,40.8,48.1
learnMSA,PF00072.27,10000,0,93.1,93.2,40.0,47.2
learnMSA,PF00072.27,10000,1,93.2,93.2,40.0,47.2
learnMSA,PF00072.27,10000,2,93.0,93.1,40.8,48.1
learnMSA,PF00072.27,10000,3,93.3,93.4,40.0,47.2
learnMSA,PF00072.27,10000,4,93.1,93.2,40.0,47.2
learnMSA,PF00072.27,10000,5,93.1,93.2,40.0,47.2
learnMSA,PF00072.27,10000,6,93.3,93.3,40.0,47.2
learnMSA,PF00005.30,1500,6,76.5,76.6,22.2,36.6
learnMSA,PF00072.27,10000,7,92.9,93.0,40.0,47.2
learnMSA,PF00072.27,10000,8,93.4,93.4,40.8,48.1
learnMSA,PF00072.27,10000,9,93.3,93.4,40.0,47.2
learnMSA,PF00072.27,1500,0,93.1,93.4,37.7,44.4
learnMSA,PF00072.27,1500,1,94.6,94.6,42.3,49.9
learnMSA,PF00072.27,1500,2,93.7,93.8,40.8,48.1
learnMSA,PF00072.27,1500,3,92.7,92.7,40.0,47.2
learnMSA,PF00072.27,1500,4,92.9,93.2,37.7,44.4
learnMSA,PF00072.27,1500,5,93.6,93.6,40.0,47.2
learnMSA,PF00072.27,1500,6,93.4,93.4,41.5,49.0
learnMSA,PF00005.30,1500,7,75.5,75.8,20.0,32.9
learnMSA,PF00072.27,1500,7,93.4,93.4,40.0,47.2
learnMSA,PF00072.27,1500,8,93.3,93.3,41.5,49.0
learnMSA,PF00072.27,1500,9,93.8,93.9,40.0,47.2
learnMSA,PF00072.27,200000,0,93.4,93.4,42.3,49.9
learnMSA,PF00072.27,200000,1,93.4,93.5,43.1,50.8
learnMSA,PF00072.27,200000,2,92.8,92.9,41.5,49.0
learnMSA,PF00072.27,200000,3,93.3,93.3,43.8,51.7
learnMSA,PF00072.27,200000,4,93.3,93.2,43.1,50.8
learnMSA,PF00072.27,200000,5,93.2,93.4,40.0,47.2
learnMSA,PF00072.27,200000,6,93.7,93.8,44.6,52.6
learnMSA,PF00005.30,1500,8,76.0,76.3,22.2,36.6
learnMSA,PF00072.27,200000,7,93.3,93.3,41.5,49.0
learnMSA,PF00072.27,200000,8,93.3,93.3,42.3,49.9
learnMSA,PF00072.27,200000,9,93.0,93.1,41.5,49.0
learnMSA,PF00072.27,20000,0,92.6,92.8,40.0,47.2
learnMSA,PF00072.27,20000,1,93.9,94.1,40.8,48.1
learnMSA,PF00072.27,20000,2,92.7,92.8,40.0,47.2
learnMSA,PF00072.27,20000,3,93.0,93.0,40.0,47.2
learnMSA,PF00072.27,20000,4,93.1,93.3,40.0,47.2
learnMSA,PF00072.27,20000,5,92.9,93.2,40.0,47.2
learnMSA,PF00072.27,20000,6,93.4,93.5,40.0,47.2
learnMSA,PF00005.30,1500,9,76.3,76.6,23.1,38.0
learnMSA,PF00072.27,20000,7,92.7,92.9,40.0,47.2
learnMSA,PF00072.27,20000,8,92.9,93.0,40.0,47.2
learnMSA,PF00072.27,20000,9,93.3,93.4,40.0,47.2
learnMSA,PF00072.27,300000,0,92.6,92.6,36.2,42.6
learnMSA,PF00072.27,300000,1,93.7,93.8,40.0,47.2
learnMSA,PF00072.27,300000,2,92.8,92.8,35.4,41.7
learnMSA,PF00072.27,300000,3,93.6,93.5,43.1,50.8
learnMSA,PF00072.27,300000,4,93.7,93.8,44.6,52.6
learnMSA,PF00072.27,300000,5,93.2,93.2,36.2,42.6
learnMSA,PF00072.27,300000,6,93.5,93.5,40.0,47.2
learnMSA,PF00005.30,100000,3,74.3,75.2,20.4,33.6
learnMSA,PF00005.30,200000,0,75.6,75.8,21.8,35.8
learnMSA,PF00072.27,300000,7,93.0,93.1,36.2,42.6
learnMSA,PF00072.27,300000,8,93.6,93.6,43.8,51.7
learnMSA,PF00072.27,300000,9,93.7,93.7,36.2,42.6
learnMSA,PF00072.27,500000,0,93.7,93.7,36.2,42.6
learnMSA,PF00072.27,500000,1,93.3,93.3,43.8,51.7
learnMSA,PF00072.27,500000,2,93.5,93.5,36.2,42.6
learnMSA,PF00072.27,500000,3,94.1,94.1,40.0,47.2
learnMSA,PF00072.27,500000,4,93.5,93.5,33.1,39.0
learnMSA,PF00072.27,500000,5,94.1,94.2,36.2,42.6
learnMSA,PF00072.27,500000,6,93.7,93.7,32.3,38.1
learnMSA,PF00005.30,200000,1,75.3,75.8,21.8,35.8
learnMSA,PF00072.27,500000,7,93.4,93.4,44.6,52.6
learnMSA,PF00072.27,500000,8,93.4,93.3,45.4,53.5
learnMSA,PF00072.27,500000,9,93.0,93.0,33.1,39.0
learnMSA,PF00072.27,50000,0,93.4,93.5,41.5,49.0
learnMSA,PF00072.27,50000,1,93.6,93.8,40.0,47.2
learnMSA,PF00072.27,50000,2,93.0,93.1,41.5,49.0
learnMSA,PF00072.27,50000,3,93.2,93.3,40.8,48.1
learnMSA,PF00072.27,50000,4,93.4,93.5,41.5,49.0
learnMSA,PF00072.27,50000,5,93.0,93.1,41.5,49.0
learnMSA,PF00072.27,50000,6,93.0,93.2,41.5,49.0
learnMSA,PF00005.30,200000,2,75.7,75.8,21.3,35.1
learnMSA,PF00072.27,50000,7,92.5,92.7,41.5,49.0
learnMSA,PF00072.27,50000,8,93.8,94.0,41.5,49.0
learnMSA,PF00072.27,50000,9,94.2,94.3,40.0,47.2
learnMSA,PF00072.27,52,0,92.3,92.4,46.9,55.3
learnMSA,PF00096.29,100000,0,91.4,92.3,12.9,17.3
learnMSA,PF00096.29,100000,1,90.8,91.7,6.5,0.0
learnMSA,PF00096.29,100000,2,91.0,91.8,0.0,0.0
learnMSA,PF00096.29,100000,3,91.4,92.4,12.9,17.3
learnMSA,PF00096.29,100000,4,91.3,92.4,9.7,13.0
learnMSA,PF00096.29,100000,5,91.3,92.2,9.7,13.0
learnMSA,PF00005.30,200000,3,74.9,75.2,20.9,34.4
learnMSA,PF00096.29,100000,6,91.7,92.4,9.7,13.0
learnMSA,PF00096.29,100000,7,91.7,92.7,12.9,17.3
learnMSA,PF00096.29,100000,8,91.1,92.1,9.7,13.0
learnMSA,PF00096.29,100000,9,91.4,92.2,12.9,17.3
learnMSA,PF00096.29,10000,0,90.7,93.0,12.9,17.3
learnMSA,PF00096.29,10000,1,90.2,92.5,12.9,17.3
learnMSA,PF00096.29,10000,2,89.9,92.5,19.4,17.3
learnMSA,PF00096.29,10000,3,90.2,92.6,12.9,17.3
learnMSA,PF00096.29,10000,4,90.2,92.4,9.7,13.0
learnMSA,PF00096.29,10000,5,90.0,92.4,12.9,17.3
learnMSA,PF00005.30,200000,4,73.9,74.8,20.9,34.4
learnMSA,PF00096.29,10000,6,90.2,92.5,12.9,17.3
learnMSA,PF00096.29,10000,7,90.1,92.3,9.7,13.0
learnMSA,PF00096.29,10000,8,89.9,92.3,9.7,13.0
learnMSA,PF00096.29,10000,9,89.2,91.6,0.0,0.0
learnMSA,PF00096.29,1500,0,90.7,92.0,0.0,0.0
learnMSA,PF00096.29,1500,1,93.0,94.3,22.6,17.3
learnMSA,PF00096.29,1500,2,92.3,93.4,12.9,13.0
learnMSA,PF00096.29,1500,3,92.7,93.7,9.7,13.0
learnMSA,PF00096.29,1500,4,91.5,92.8,12.9,13.0
learnMSA,PF00096.29,1500,5,92.5,93.8,12.9,13.0
learnMSA,PF00005.30,200000,5,75.7,76.0,21.8,35.8
learnMSA,PF00096.29,1500,6,92.7,93.8,9.7,13.0
learnMSA,PF00096.29,1500,7,92.5,93.7,9.7,13.0
learnMSA,PF00096.29,1500,8,91.4,92.7,6.5,0.0
learnMSA,PF00096.29,1500,9,90.1,91.4,0.0,0.0
learnMSA,PF00096.29,159,0,96.8,97.5,22.6,17.3
learnMSA,PF00096.29,200000,0,91.6,92.1,0.0,0.0
learnMSA,PF00096.29,200000,1,91.6,92.2,6.5,8.6
learnMSA,PF00096.29,200000,2,90.7,91.3,0.0,0.0
learnMSA,PF00096.29,200000,3,91.5,92.0,9.7,13.0
learnMSA,PF00096.29,200000,4,91.5,92.0,6.5,0.0
learnMSA,PF00005.30,200000,6,75.5,76.1,20.9,34.4
learnMSA,PF00096.29,200000,5,91.0,91.5,0.0,0.0
learnMSA,PF00096.29,200000,6,90.6,91.1,0.0,0.0
learnMSA,PF00096.29,200000,7,91.8,92.3,9.7,13.0
learnMSA,PF00096.29,200000,8,91.9,92.3,9.7,13.0
learnMSA,PF00096.29,200000,9,91.3,91.7,6.5,0.0
learnMSA,PF00096.29,20000,0,90.8,93.2,19.4,17.3
learnMSA,PF00096.29,20000,1,90.8,93.2,12.9,17.3
learnMSA,PF00096.29,20000,2,90.4,92.8,9.7,13.0
learnMSA,PF00096.29,20000,3,90.2,92.5,12.9,17.3
learnMSA,PF00096.29,20000,4,90.2,92.5,9.7,13.0
learnMSA,PF00005.30,200000,7,75.8,76.4,22.2,36.6
learnMSA,PF00096.29,20000,5,90.3,93.0,19.4,17.3
learnMSA,PF00096.29,20000,6,90.4,92.7,12.9,17.3
learnMSA,PF00096.29,20000,7,90.0,92.3,9.7,13.0
learnMSA,PF00096.29,20000,8,90.0,92.6,9.7,13.0
learnMSA,PF00096.29,20000,9,90.9,93.2,9.7,13.0
learnMSA,PF00096.29,300000,0,91.3,91.7,9.7,13.0
learnMSA,PF00096.29,300000,1,90.9,91.4,0.0,0.0
learnMSA,PF00096.29,300000,2,91.0,91.3,0.0,0.0
learnMSA,PF00096.29,300000,3,91.4,91.9,9.7,13.0
learnMSA,PF00096.29,300000,4,91.2,91.7,3.2,4.3
learnMSA,PF00005.30,200000,8,74.4,74.8,22.7,37.3
learnMSA,PF00096.29,300000,5,91.3,91.7,0.0,0.0
learnMSA,PF00096.29,300000,6,91.2,91.7,0.0,0.0
learnMSA,PF00096.29,300000,7,90.6,91.0,0.0,0.0
learnMSA,PF00096.29,300000,8,91.2,91.7,3.2,4.3
learnMSA,PF00096.29,300000,9,91.7,92.2,9.7,13.0
learnMSA,PF00096.29,500000,0,89.9,90.6,0.0,0.0
learnMSA,PF00096.29,500000,1,92.7,93.1,9.7,13.0
learnMSA,PF00096.29,500000,2,91.3,91.8,12.9,17.3
learnMSA,PF00096.29,500000,3,90.7,91.4,3.2,4.3
learnMSA,PF00096.29,500000,4,91.0,91.4,9.7,13.0
learnMSA,PF00005.30,200000,9,74.2,75.0,22.2,36.6
learnMSA,PF00096.29,500000,5,91.2,91.9,9.7,13.0
learnMSA,PF00096.29,500000,6,90.8,91.4,0.0,0.0
learnMSA,PF00096.29,500000,7,90.5,91.2,0.0,0.0
learnMSA,PF00096.29,500000,8,90.8,91.3,3.2,4.3
learnMSA,PF00096.29,500000,9,91.4,91.8,0.0,0.0
learnMSA,PF00096.29,50000,0,90.9,92.4,12.9,17.3
learnMSA,PF00096.29,50000,1,90.9,92.7,12.9,17.3
learnMSA,PF00096.29,50000,2,90.9,92.7,12.9,17.3
learnMSA,PF00096.29,50000,3,90.9,92.7,9.7,13.0
learnMSA,PF00096.29,50000,4,90.8,92.4,19.4,17.3
learnMSA,PF00005.30,100000,4,74.4,75.2,21.8,35.8
learnMSA,PF00005.30,20000,0,73.7,75.5,20.9,34.4
learnMSA,PF00096.29,50000,5,90.7,92.4,12.9,17.3
learnMSA,PF00096.29,50000,6,91.1,92.6,12.9,17.3
learnMSA,PF00096.29,50000,7,90.7,92.6,9.7,13.0
learnMSA,PF00096.29,50000,8,90.8,92.2,9.7,13.0
learnMSA,PF00096.29,50000,9,90.6,92.3,9.7,13.0
learnMSA,PF00400.35,100000,0,16.8,16.0,0.0,0.0
learnMSA,PF00400.35,100000,1,18.2,17.1,0.0,0.0
learnMSA,PF00400.35,100000,2,17.9,16.9,0.0,0.0
learnMSA,PF00400.35,100000,3,16.2,15.5,0.0,0.0
learnMSA,PF00400.35,100000,4,16.3,15.6,0.0,0.0
learnMSA,PF00005.30,20000,1,74.5,75.3,20.4,33.6
learnMSA,PF00400.35,100000,5,18.0,17.0,0.0,0.0
learnMSA,PF00400.35,100000,6,18.2,17.2,0.0,0.0
learnMSA,PF00400.35,100000,7,16.5,15.8,0.0,0.0
learnMSA,PF00400.35,100000,8,16.3,15.5,0.0,0.0
learnMSA,PF00400.35,100000,9,17.5,16.6,0.0,0.0
learnMSA,PF00400.35,10000,0,14.6,14.1,0.0,0.0
learnMSA,PF00400.35,10000,1,15.0,14.5,0.0,0.0
learnMSA,PF00400.35,10000,2,14.3,13.9,0.0,0.0
learnMSA,PF00400.35,10000,3,14.5,14.0,0.0,0.0
learnMSA,PF00400.35,10000,4,14.5,14.1,0.0,0.0
learnMSA,PF00005.30,20000,2,74.1,74.6,21.3,35.1
learnMSA,PF00400.35,10000,5,14.9,14.4,0.0,0.0
learnMSA,PF00400.35,10000,6,14.8,14.4,0.0,0.0
learnMSA,PF00400.35,10000,7,14.8,14.3,0.0,0.0
learnMSA,PF00400.35,10000,8,14.4,14.0,0.0,0.0
learnMSA,PF00400.35,10000,9,14.9,14.4,0.0,0.0
learnMSA,PF00400.35,1465,0,19.1,17.8,1.7,5.7
learnMSA,PF00400.35,1500,0,19.2,17.9,0.8,2.8
learnMSA,PF00400.35,1500,1,19.0,17.7,1.7,5.7
learnMSA,PF00400.35,1500,2,19.2,17.9,1.7,5.7
learnMSA,PF00400.35,1500,3,19.3,18.0,0.0,0.0
learnMSA,PF00005.30,20000,3,73.7,75.5,19.6,32.2
learnMSA,PF00400.35,1500,4,19.1,17.8,1.7,5.7
learnMSA,PF00400.35,1500,5,19.0,17.7,1.7,5.7
learnMSA,PF00400.35,1500,6,19.0,17.7,0.0,0.0
learnMSA,PF00400.35,1500,7,19.2,17.9,1.7,5.7
learnMSA,PF00400.35,1500,8,19.2,17.9,1.7,5.7
learnMSA,PF00400.35,1500,9,19.2,17.9,1.7,5.7
learnMSA,PF00400.35,200000,0,19.0,17.8,0.0,0.0
learnMSA,PF00400.35,200000,1,17.3,16.4,0.0,0.0
learnMSA,PF00400.35,200000,2,18.8,17.7,0.0,0.0
learnMSA,PF00400.35,200000,3,18.8,17.6,0.0,0.0
learnMSA,PF00005.30,20000,4,74.6,75.8,20.4,33.6
learnMSA,PF00400.35,200000,4,19.0,17.8,0.0,0.0
learnMSA,PF00400.35,200000,5,18.8,17.6,0.0,0.0
learnMSA,PF00400.35,200000,6,17.4,16.5,0.0,0.0
learnMSA,PF00400.35,200000,7,16.6,15.8,0.0,0.0
learnMSA,PF00400.35,200000,8,17.1,16.2,0.0,0.0
learnMSA,PF00400.35,200000,9,16.6,15.8,0.0,0.0
learnMSA,PF00400.35,20000,0,13.8,13.7,0.0,0.0
learnMSA,PF00400.35,20000,1,15.2,14.8,0.0,0.0
learnMSA,PF00400.35,20000,2,15.5,15.0,0.0,0.0
learnMSA,PF00400.35,20000,3,15.4,14.9,0.0,0.0
learnMSA,PF00005.30,20000,5,74.6,75.3,20.4,33.6
learnMSA,PF00400.35,20000,4,15.3,14.8,0.0,0.0
learnMSA,PF00400.35,20000,5,15.1,14.6,0.0,0.0
learnMSA,PF00400.35,20000,6,13.8,13.6,0.0,0.0
learnMSA,PF00400.35,20000,7,13.8,13.6,0.0,0.0
learnMSA,PF00400.35,20000,8,13.9,13.8,0.0,0.0
learnMSA,PF00400.35,20000,9,13.4,13.4,0.0,0.0
learnMSA,PF00400.35,300000,0,19.4,18.1,0.0,0.0
learnMSA,PF00400.35,300000,1,19.4,18.1,0.0,0.0
learnMSA,PF00400.35,300000,2,19.5,18.2,0.0,0.0
learnMSA,PF00400.35,300000,3,19.2,17.9,0.0,0.0
learnMSA,PF00005.30,20000,6,74.0,75.3,20.4,33.6
learnMSA,PF00400.35,300000,4,19.3,18.0,0.0,0.0
learnMSA,PF00400.35,300000,5,19.0,17.7,0.0,0.0
learnMSA,PF00400.35,300000,6,19.1,17.9,0.0,0.0
learnMSA,PF00400.35,300000,7,19.2,17.9,0.0,0.0
learnMSA,PF00400.35,300000,8,17.5,16.5,0.0,0.0
learnMSA,PF00400.35,300000,9,19.8,18.5,0.0,0.0
learnMSA,PF00400.35,500000,0,19.3,17.9,0.0,0.0
learnMSA,PF00400.35,500000,1,17.7,16.6,0.0,0.0
learnMSA,PF00400.35,500000,2,17.6,16.5,0.0,0.0
